City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
0,Olafsvik,IS,40.1,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
1,Port Alfred,ZA,60.46,few clouds,-33.5906,26.891,The Halyards Hotel
2,Toma,BF,83.34,overcast clouds,12.7667,-2.8833,Auberge de l'amitié
3,Rikitea,PF,73.74,light rain,-23.1203,-134.9692,People ThankYou
4,Kapaa,US,82.72,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
5,Atuona,PF,78.03,light rain,-9.8,-139.0333,Villa Enata
6,Busselton,AU,51.1,scattered clouds,-33.65,115.3333,Observatory Guest House
7,Lagoa,PT,72.01,overcast clouds,39.05,-27.9833,Casa Das Faias
8,Albany,US,60.39,overcast clouds,42.6001,-73.9662,
9,Vaini,TO,80.76,scattered clouds,-21.2,-175.2,Keleti Beach Resort
10,Soe,ID,78.15,scattered clouds,-9.8607,124.284,Dena Hotel
11,Constitucion,CL,53.04,broken clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
12,Norman Wells,CA,33.44,scattered clouds,65.282,-126.8329,Heritage Hotel
13,Uglegorsk,RU,45.32,overcast clouds,49.0833,142.0333,Primorskaya Gostinitsa
14,Aklavik,CA,30.85,clear sky,68.2191,-135.0107,Aklavik Inn
15,Mareeba,AU,82.49,few clouds,-17.0,145.4333,Trinity Plains Tourist Park
16,Puerto Ayora,EC,69.55,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
17,Borohradek,CZ,65.48,light rain,50.0978,16.0933,Veliny 120
18,Dubti,ET,88.81,light rain,11.7361,41.0853,degu Shiferaw
19,Bluff,NZ,65.8,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
20,Jamestown,US,66.09,overcast clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
21,Yellowknife,CA,41.41,mist,62.456,-114.3525,The Explorer Hotel
22,Irara,BR,69.78,broken clouds,-12.05,-38.7667,Hotel Avenida
23,Casablanca,MA,69.33,overcast clouds,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
24,Dikson,RU,36.1,overcast clouds,73.5069,80.5464,
25,Hobart,AU,60.06,few clouds,-42.8794,147.3294,Mantra on Collins Hobart
26,Chuy,UY,52.86,clear sky,-33.6971,-53.4616,Nuevo Hotel Plaza
27,East London,ZA,59.23,few clouds,-33.0153,27.9116,Tu Casa
28,General Roca,AR,52.2,overcast clouds,-39.0333,-67.5833,Hotel y Casino del Río General Roca
29,Ribeira Grande,PT,72.59,overcast clouds,38.5167,-28.7,Quinta da Meia Eira
30,Staunton,US,71.56,broken clouds,38.1496,-79.0717,Hotel 24 South
31,Severo-Kurilsk,RU,44.85,broken clouds,50.6789,156.125,Kak Doma
32,Kashary,RU,41.22,few clouds,49.04,41.0056,Гостиница N 1
33,Qaanaaq,GL,26.55,overcast clouds,77.484,-69.3632,Qaanaaq Hotel
34,Mataura,NZ,65.48,overcast clouds,-46.1927,168.8643,Ellie's Villa
35,Khatanga,RU,30.09,light snow,71.9667,102.5,"Gostinitsa ""Zapolyar'ye"""
36,San Andres,CO,84.22,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
37,Te Anau,NZ,58.82,light rain,-45.4167,167.7167,Kingsgate Hotel Te Anau
38,Torbay,CA,47.57,overcast clouds,47.6666,-52.7314,Gallows Cove
39,Denizli,TR,56.25,clear sky,37.8402,29.0698,Anemon Denizli Hotel
40,Porto Nacional,BR,82.4,broken clouds,-10.7081,-48.4172,Vila Real Hotel
41,Moses Lake,US,68.68,clear sky,47.1301,-119.2781,Ramada by Wyndham Moses Lake
42,Sao Paulo De Olivenca,BR,73.13,overcast clouds,-3.3783,-68.8725,
43,Leningradskiy,RU,30.42,light snow,69.3833,178.4167,Gostinitsa
44,Hermanus,ZA,57.9,clear sky,-34.4187,19.2345,Misty Waves Boutique Hotel
45,Price,US,58.71,overcast clouds,39.5994,-110.8107,National 9 - Price River Inn
46,Ushuaia,AR,40.66,clear sky,-54.8,-68.3,Albatros Hotel
47,Ust-Kuyga,RU,26.15,overcast clouds,70.0167,135.6,
48,Dunedin,NZ,52.95,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
49,Bam,IR,74.97,scattered clouds,29.106,58.357,Bam Tourist Hotel
50,Souillac,MU,70.36,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
51,Avarua,CK,78.85,scattered clouds,-21.2078,-159.775,Paradise Inn
52,Batagay-Alyta,RU,25.41,overcast clouds,67.8006,130.4114,
53,Sur,OM,82.2,clear sky,22.5667,59.5289,Sur Plaza Hotel
54,Kungalv,SE,53.11,overcast clouds,57.871,11.9805,Nordiska Folkhogskolan Hostel
55,Qaqortoq,GL,41.5,clear sky,60.7167,-46.0333,Hotel Qaqortoq
56,North Platte,US,73.99,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
57,Vao,NC,72.16,moderate rain,-22.6667,167.4833,Hotel Kou-Bugny
58,Aswan,EG,73.78,clear sky,24.0934,32.907,Nuba Nile
59,Hithadhoo,MV,83.07,light rain,-0.6,73.0833,Scoop Guest House
60,Tuktoyaktuk,CA,30.13,overcast clouds,69.4541,-133.0374,End of The Road Ltd.
61,Nampula,MZ,67.66,clear sky,-15.1165,39.2666,BUTIK Hotel
62,Lebu,CL,47.95,clear sky,-37.6167,-73.65,Hostal Las Lilas
63,Punta Arenas,CL,41.11,clear sky,-53.15,-70.9167,Hotel Dreams Del Estrecho
64,Plainview,US,64.74,overcast clouds,40.7765,-73.4673,Four Points by Sheraton Melville Long Island
65,Salalah,OM,80.69,broken clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
66,Padang,ID,78.28,overcast clouds,-0.9492,100.3543,Mercure Padang
67,Kudahuvadhoo,MV,83.61,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
68,Muriwai Beach,NZ,67.96,overcast clouds,-36.8167,174.45,Coast Retreat Muriwai - Golf and Surf Holiday
69,College,US,40.59,scattered clouds,64.8569,-147.8028,Pike's Waterfront Lodge
70,Tonota,BW,61.48,clear sky,-21.4833,27.4833,Semotswane Baraka Lodge
71,Vardo,NO,49.82,overcast clouds,70.3705,31.1107,Vardø Hotel AS
72,Maningrida,AU,87.21,overcast clouds,-12.0667,134.2667,Dhukurrdji Lodge
73,Pala,TD,73.06,broken clouds,9.3642,14.9046,Nectar Hôtel de Pala
74,Bako,ET,65.23,broken clouds,5.7833,36.5667,Goh Hotel
75,Quzhou,CN,73.04,clear sky,28.9594,118.8686,Quzhou Jiujiu Business Hotel
76,Green River,US,69.19,overcast clouds,41.5286,-109.4662,Hampton Inn & Suites Green River
77,Nikolskoye,RU,47.88,overcast clouds,59.7035,30.7861,Tourist House - Sablino
78,Butaritari,KI,81.95,few clouds,3.0707,172.7902,Isles Sunset Lodge
79,Miri,MY,77.88,overcast clouds,4.4148,114.0089,"Mega Hotel, Miri"
80,High Level,CA,39.22,overcast clouds,58.5169,-117.136,Days Inn by Wyndham High Level
81,Borger,NL,52.81,broken clouds,52.9233,6.7931,Roompot Bospark Lunsbergen
82,Nantucket,US,60.15,overcast clouds,41.2835,-70.0995,Jared Coffin House
83,Riyadh,SA,77.14,scattered clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
84,Acajutla,SV,81.81,scattered clouds,13.5928,-89.8275,asi es
85,Bredasdorp,ZA,57.27,few clouds,-34.5322,20.0403,Bredasdorp Country Manor
86,Nishihara,JP,82.06,broken clouds,26.1842,127.7558,Minshuku Agaihama
87,Vyazemskiy,RU,45.57,clear sky,47.5378,134.7525,Dom Otdykha Dlya Rabotnikov Rzhd
88,Bagdarin,RU,30.79,broken clouds,54.4333,113.6,Gostevoy Dom Terem
89,Anshun,CN,64.0,clear sky,26.25,105.9333,安顺麦吉风格酒店
90,Ati,TD,85.57,broken clouds,13.2154,18.3353,
91,Boa Vista,BR,83.12,overcast clouds,2.8197,-60.6733,Aipana Plaza Hotel
92,Fond Du Lac,US,66.27,clear sky,43.775,-88.4388,Radisson Hotel and Conference Center Fond du Lac
93,Kaitangata,NZ,57.94,overcast clouds,-46.2817,169.8464,Kaitangata Motor Camp
94,Palora,EC,67.77,broken clouds,-1.7,-77.9333,Rancho grande
95,Saint-Joseph,RE,68.38,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
96,Cape Town,ZA,61.27,clear sky,-33.9258,18.4232,Southern Sun Waterfront Cape Town
97,Izhma,RU,37.92,few clouds,65.0083,53.9113,
98,Rio Grande,BR,56.19,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
99,Cherskiy,RU,15.75,overcast clouds,68.75,161.3,Gostinitsa
100,Saint-Philippe,RE,69.39,few clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
101,Juntas,CR,76.87,overcast clouds,10.2809,-84.9595,Hotel Pueblo Antiguo Abangares and Hot Springs
102,Jizan,SA,86.43,overcast clouds,17.3333,42.6667,شهدان. ابوالحجر
103,Upernavik,GL,29.97,overcast clouds,72.7868,-56.1549,Gina's Guesthouse - Upernavik
104,Greytown,ZA,53.96,overcast clouds,-29.0642,30.5928,Lord Grey Guest House
105,Vila Franca Do Campo,PT,75.2,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
106,Bakreswar,IN,78.12,broken clouds,23.8833,87.3667,Bakreswar Youth Hostel
107,Thompson,CA,49.89,overcast clouds,55.7435,-97.8558,Burntwood Hotel
108,Carnarvon,AU,63.41,scattered clouds,-24.8667,113.6333,Hospitality Carnarvon
109,Cayenne,GF,83.08,few clouds,4.9333,-52.3333,Hôtel Le Dronmi
110,Itarema,BR,79.18,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
111,Yulara,AU,87.28,broken clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
112,Bethel,US,61.99,overcast clouds,41.3712,-73.414,Courtyard by Marriott Danbury
113,Lubango,AO,63.73,overcast clouds,-14.9172,13.4925,Hotel Serra da Chela
114,Daud Khel,PK,83.97,clear sky,32.875,71.5701,MLCFL CFPP Hostel 6
115,Bilma,NE,82.24,clear sky,18.6853,12.9164,Expeditions Ténére voyages
116,Korla,CN,51.26,scattered clouds,41.7597,86.1469,Gulisitan Hotel
117,Rio Gallegos,AR,43.97,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
118,Axim,GH,76.68,light rain,4.8699,-2.2405,Axim Beach Resort And Spa
119,Sisimiut,GL,36.52,overcast clouds,66.9395,-53.6735,Hotel Sisimiut
120,Plettenberg Bay,ZA,56.14,clear sky,-34.0527,23.3716,Thanda Vista B&B
121,Saskylakh,RU,21.74,overcast clouds,71.9167,114.0833,
122,Huron,US,67.86,scattered clouds,41.1501,-82.5499,Meadow Brook Mobile Estates
123,Shimoda,JP,79.11,broken clouds,34.6667,138.95,Shimoda Tokyu Hotel
124,Talnakh,RU,34.57,light rain,69.4865,88.3972,Talnakh Hotel
125,Husavik,IS,34.61,overcast clouds,66.0449,-17.3389,Bjarnabúð
126,Tiksi,RU,27.57,light snow,71.6872,128.8694,Arktika
127,Georgetown,MY,78.73,few clouds,5.4112,100.3354,Cititel Penang
128,Tasiilaq,GL,33.96,few clouds,65.6145,-37.6368,The Red House
129,Madang,PG,80.83,light rain,-5.2246,145.7966,Comfort Inn Hotel
130,Yaan,NG,73.71,light rain,7.3833,8.5667,
131,Arraial Do Cabo,BR,70.18,overcast clouds,-22.9661,-42.0278,Pousada Porto Praia
132,Hilo,US,82.13,few clouds,19.7297,-155.09,Hilo Hawaiian Hotel
133,Ossora,RU,37.35,overcast clouds,59.2353,163.0719,
134,Dali,CN,61.16,broken clouds,25.7,100.1833,Dali Travelling With Hostel
135,Cuenca,EC,60.93,light rain,-2.8833,-78.9833,Hotel Cuenca
136,Bogorodskoye,RU,37.58,few clouds,56.55,37.8833,Sosnoviy Bor
137,Sao Joao Da Barra,BR,72.5,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
138,Tubuala,PA,81.34,overcast clouds,9.5167,-79.0333,Río Nabagana
139,Zyryanka,RU,26.33,broken clouds,65.75,150.85,
140,Lasa,IT,52.02,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
141,Beringovskiy,RU,33.96,overcast clouds,63.05,179.3167,Beringgorski
142,Kavaratti,IN,81.82,light rain,10.5669,72.642,Hotels in Lakshadweep Islands
143,Leeton,AU,69.89,clear sky,-34.5667,146.4,Historic Hydro Motor Inn
144,Chokurdakh,RU,23.18,overcast clouds,70.6333,147.9167,
145,Esperance,AU,54.84,overcast clouds,-33.8667,121.9,Hospitality Esperance
146,Mar Del Plata,AR,64.42,light rain,-38.0023,-57.5575,Gran Hotel Mar del Plata
147,Alice Springs,AU,85.55,clear sky,-23.7,133.8833,Desert Palms Alice Springs
148,Iskateley,RU,41.4,clear sky,67.6803,53.1512,Hostel Agat
149,Ostrovnoy,RU,48.61,overcast clouds,68.0531,39.5131,
150,Calbuco,CL,45.61,clear sky,-41.768,-73.1273,Hotel Colonial
151,Novobirilyussy,RU,26.19,clear sky,56.9514,90.6661,Gostinitsa
152,Raudeberg,NO,52.2,overcast clouds,61.9875,5.1352,Nordre Silda.
153,El Tarra,CO,76.57,moderate rain,8.5756,-73.0949,Casa juvenil Sor Amanda Bedoya
154,Shuangyang,CN,53.15,overcast clouds,43.5242,125.6736,Boutique Chatelet
155,Mehamn,NO,48.67,light rain,71.0357,27.8492,Mehamn Arctic Hotel AS
156,Pauini,BR,74.73,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
157,Ahipara,NZ,66.92,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
158,La Paz,BO,48.18,broken clouds,-16.5,-68.15,Hotel Sagarnaga
159,Ixtapa,MX,85.23,broken clouds,20.7,-105.2,Hotel Plaza Providencia
160,Bundaberg,AU,76.95,clear sky,-24.85,152.35,Takalvan Motel
161,Road Town,VG,83.19,broken clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
162,Sheridan,US,80.98,clear sky,44.8333,-106.9173,Comfort Inn & Suites
163,Egvekinot,RU,30.42,overcast clouds,66.3167,-179.1667,
164,Tabou,CI,77.2,few clouds,4.423,-7.3528,hotêl doufoulougou
165,San Luis,AR,64.9,clear sky,-33.295,-66.3356,Huarpes Hotel
166,Bagotville,AU,71.64,clear sky,-28.9833,153.4167,Broadwater Sunrise Caravan Park
167,Umm Lajj,SA,79.27,clear sky,25.0213,37.2685,Moon light Furnished Units
168,Iquitos,PE,78.84,light rain,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
169,Suntar,RU,32.34,light snow,62.1444,117.6319,Гостевая квартира
170,Skelleftea,SE,51.01,overcast clouds,64.7507,20.9528,Quality Hotel Skellefteå Stadshotell
171,Nouakchott,MR,82.33,scattered clouds,18.0858,-15.9785,HOTEL IMAN فندق إيمان
172,Deputatskiy,RU,21.63,overcast clouds,69.3,139.9,Baza Otdykha
173,Banda Aceh,ID,79.75,overcast clouds,5.5577,95.3222,Sulthan Hotel International
174,San Patricio,US,84.06,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
175,Kurilsk,RU,48.96,few clouds,45.2333,147.8833,Hotel Ostrov
176,Tokomaru,NZ,64.85,overcast clouds,-40.4667,175.5,Bed & Breakfast
177,New Norfolk,AU,59.72,broken clouds,-42.7826,147.0587,The Shingles Riverside Cottages
178,Ilulissat,GL,23.94,overcast clouds,69.2167,-51.1,Hotel Arctic
179,Coolum Beach,AU,79.34,clear sky,-26.5333,153.1,Palmer Coolum Resort
180,Port Macquarie,AU,72.37,clear sky,-31.4333,152.9167,Rydges Port Macquarie
181,Ahuimanu,US,89.31,scattered clouds,21.4447,-157.8378,Paradise Bay Resort
182,Bambanglipuro,ID,77.09,overcast clouds,-7.95,110.2833,Puri Brata
183,Chaves,US,84.61,clear sky,33.3834,-104.4505,Red Barn RV Park
184,Fortuna,US,64.42,overcast clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
185,Castro,BR,57.61,overcast clouds,-24.7911,-50.0119,CHACARA BAILLY
186,Portland,US,57.24,light rain,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
187,Jiuquan,CN,46.17,clear sky,39.7432,98.5174,Jiuquan Hotel
188,Kikwit,CD,69.12,overcast clouds,-5.041,18.8162,HOTEL PLACE YALABA
189,Nome,US,44.67,mist,64.5011,-165.4064,Dredge 7 Inn
190,Paris,FR,53.11,broken clouds,48.8534,2.3488,Hôtel Britannique - Paris Centre
191,Hidrolandia,BR,84.49,overcast clouds,-4.4081,-40.4378,Camping Pedra do Tatu - Fazenda Alves
192,Kupang,ID,82.53,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
193,Sioux Lookout,CA,61.29,scattered clouds,50.1001,-91.917,Knobby's Fly-In Camps
194,Atbasar,KZ,23.95,broken clouds,51.8,68.3333,Гостиничный Комплекс Saad
195,Poya,NC,83.43,clear sky,-21.35,165.15,
196,Natitingou,BJ,75.2,broken clouds,10.3042,1.3796,Auberge Centrale
197,Rawson,AR,45.75,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
198,Namibe,AO,62.17,broken clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
199,Faanui,PF,79.14,few clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
200,Pemangkat,ID,79.84,overcast clouds,1.1667,108.9667,Ramah Kost KITA
201,Bonavista,CA,47.12,overcast clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
202,Upata,VE,79.2,few clouds,8.0086,-62.3989,Posada Villa Nela
203,Dawson Creek,CA,33.44,snow,55.7666,-120.2362,Peace Villa Motel
204,Sile,TR,62.56,overcast clouds,41.1754,29.6133,Phellos Suites
205,Coahuayana,MX,83.68,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
206,Wyndham,US,74.05,overcast clouds,37.6985,-77.6125,Hilton Richmond Hotel & Spa/Short Pump
207,San Cristobal,VE,78.98,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
208,Racine,US,65.05,broken clouds,42.7495,-88.0751,
209,Acarau,BR,79.3,scattered clouds,-2.8856,-40.12,castelo pizzaria
210,Urucara,BR,80.47,overcast clouds,-2.5364,-57.76,Pousada Maria Bonita
211,Bloomington,US,71.92,clear sky,44.8408,-93.2983,Comfort Inn MSP Airport - Mall Of America
212,El Chol,GT,76.1,scattered clouds,14.9642,-90.4806,Hotel Meddany en El Chol Baja Verapaz
213,Muros,ES,62.83,few clouds,42.7762,-9.0603,Apartment Av. Castelao
214,Alvdal,NO,48.04,overcast clouds,62.1077,10.6307,MED HAMMER OG SAG BYGGMESTER HALVOR HAUG
215,Frontera,MX,79.95,few clouds,26.9333,-101.45,Casagrande Hotel
216,Katsuura,JP,75.31,broken clouds,35.1333,140.3,Katsuura Hotel Mikazuki
217,Fairbanks,US,40.6,moderate rain,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
218,Fenyi,CN,76.19,clear sky,27.8112,114.6681,Jinhao Hotel
219,Richards Bay,ZA,65.73,light rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
220,Gat,IL,70.48,clear sky,31.61,34.7642,OlusHome
221,Faya,SA,64.92,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
222,Madingou,CG,77.22,overcast clouds,-4.1536,13.55,HOTEL KIM ELISA
223,Jelenia Gora,PL,59.61,moderate rain,50.8997,15.729,Hotel BARON Karczma Grodzka
224,Olinda,BR,77.34,broken clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
225,Codrington,AU,59.07,light rain,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
226,Ibra,OM,78.46,clear sky,22.6906,58.5334,مزرعة راحة النفوس المنزفة
227,Longyearbyen,SJ,37.24,broken clouds,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
228,Geraldton,AU,55.81,broken clouds,-28.7667,114.6,Broadwater Mariner Resort
229,Kruisfontein,ZA,53.89,clear sky,-34.0033,24.7314,Oyster Bay House Rental
230,Balkanabat,TM,59.59,few clouds,39.5108,54.3671,Nebitchi Hotel
231,Labrea,BR,74.17,overcast clouds,-7.2586,-64.7981,Hotel Novo Horizonte
232,Anloga,GH,79.84,overcast clouds,5.7947,0.8973,Pin Drop Hotel
233,Black River,JM,80.98,overcast clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
234,Saint-Pierre,RE,69.48,overcast clouds,-21.3393,55.4781,Lindsey Hôtel
235,Birin,NP,59.04,clear sky,26.8865,88.0718,Sangam hotel and lodge
236,Sishui,CN,62.17,overcast clouds,35.6489,117.2758,Central Garden Hotel
237,Uray,RU,33.85,overcast clouds,60.1247,64.7758,Hotel Pioner
238,Ulagan,RU,27.32,broken clouds,50.6321,87.9563,Gostevoy Dom
239,Kavieng,PG,79.97,moderate rain,-2.5744,150.7967,Nusa Island Retreat
