City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
240,Caravelas,BR,74.61,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
241,Barrow,US,23.02,fog,71.2906,-156.7887,King Eider Inn
242,Clyde River,CA,33.75,overcast clouds,70.4692,-68.5914,Qamaq Hotel
243,Gravdal,NO,49.64,light rain,68.1214,13.5031,Skreda Rorbusuiter
244,Girua,BR,61.83,broken clouds,-28.0283,-54.3497,Colinas Hotel
245,Stribro,CZ,54.61,light rain,49.7529,13.0041,Hotel Alexander
246,Cozumel,MX,84.18,broken clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
247,Airai,TL,73.72,broken clouds,-8.9266,125.4092,Juvinal Martin
248,Bonfim,BR,84.18,overcast clouds,3.0833,-59.95,
249,Boyolangu,ID,75.29,overcast clouds,-8.1181,111.8935,Yos ega cv
250,Yar-Sale,RU,37.15,scattered clouds,66.8333,70.8333,Yalemd
251,Los Llanos De Aridane,ES,67.75,overcast clouds,28.6585,-17.9182,Valle Aridane
252,Takoradi,GH,76.57,light rain,4.8845,-1.7554,Raybow International Hotel
253,Flinders,AU,70.18,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
254,Dudinka,RU,36.5,overcast clouds,69.4058,86.1778,Hotel Viktoria
255,Namatanai,PG,76.35,heavy intensity rain,-3.6667,152.4333,Seagulls Inn Namatani
256,Udachnyy,RU,27.27,overcast clouds,66.4167,112.4,Severnoye Siyaniye
257,Provideniya,RU,39.31,light rain,64.3833,-173.3,
258,Mandali,IQ,76.51,clear sky,33.7499,45.5541,قرئ الشيخ سحاب الندا
259,Brownsville,US,83.89,smoke,25.9018,-97.4975,University Inn & Suites
260,Anjozorobe,MG,61.12,overcast clouds,-18.4,47.8667,Domaine LE CASTEL Mevatanàna Anjozorobe
261,Uyuni,BO,57.69,overcast clouds,-20.4597,-66.825,Hostal La Magia de Uyuni
262,Iqaluit,CA,38.7,light rain,63.7506,-68.5145,Frobisher Inn
263,Shelburne,CA,59.27,broken clouds,44.0787,-80.2041,The Retreat at the Farm
264,Flin Flon,CA,52.61,overcast clouds,54.7682,-101.865,Victoria Inn Flin Flon
265,Rincon,US,77.45,mist,32.296,-81.2354,Days Inn Rincon
266,Bud,US,72.21,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
267,Kalmunai,LK,77.61,overcast clouds,7.4167,81.8167,VS Villa
268,Port Elizabeth,ZA,56.1,clear sky,-33.918,25.5701,39 On Nile Guest House
269,Wajima,JP,67.37,overcast clouds,37.4,136.9,Wajiima Onsen Yashio
270,Ormara,PK,79.77,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
271,Saint George,US,70.27,scattered clouds,37.1041,-113.5841,Best Western Plus Abbey Inn
272,Vostok,RU,41.56,clear sky,46.4856,135.8833,
273,Pringsewu,ID,76.23,overcast clouds,-5.3582,104.9744,Urban Style by Front One
274,Dicabisagan,PH,76.6,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
275,Havre,FR,56.97,broken clouds,49.5833,0.3333,gite bois jourdain
276,Necochea,AR,51.04,light rain,-38.5473,-58.7368,dyd -mar Hotel
277,Urbano Santos,BR,78.49,broken clouds,-3.2078,-43.4036,Pousada Santa Dulce
278,Belaya Gora,RU,25.93,overcast clouds,68.5333,146.4167,
279,Champasak,LA,73.94,moderate rain,14.75,106.0,Kiat Ngong Wetland BUNGALOW
280,Ola,RU,30.9,clear sky,59.5833,151.2833,
281,Nabire,ID,76.73,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
282,Kushiro,JP,50.07,overcast clouds,42.975,144.3747,Toyoko Inn Kushiro Jujigai
283,Ponta Do Sol,PT,73.0,overcast clouds,32.6667,-17.1,Hotel do Campo
284,Labuhan,ID,79.75,broken clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
285,Osoyoos,CA,72.99,overcast clouds,49.0331,-119.4524,Watermark Beach Resort Hotel
286,Saint-Georges,GD,82.13,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
287,Uruzgan,AF,55.58,clear sky,32.8333,66.0,
288,Panama City,PA,83.28,scattered clouds,8.9936,-79.5197,Riande Urban Hotel
289,Indian Head,US,73.29,scattered clouds,38.6001,-77.1622,"Red Carpet Inn Indian Head, MD"
290,Kununurra,AU,85.98,clear sky,-15.7667,128.7333,Hotel Kununurra
291,Warrnambool,AU,59.81,scattered clouds,-38.3833,142.4833,Lady Bay Resort
292,The Pas,CA,54.63,broken clouds,53.8251,-101.2541,Wescana Inn
293,Haines Junction,CA,38.79,overcast clouds,60.7522,-137.5108,Parkside Inn
294,Mount Gambier,AU,59.49,broken clouds,-37.8333,140.7667,The Commodore
295,Marrakesh,MA,71.67,clear sky,31.6315,-8.0083,Novotel Marrakech Hivernage
296,Mwinilunga,ZM,64.08,overcast clouds,-11.7358,24.4293,Kwakuwahi Lodge
297,Rantoul,US,69.82,overcast clouds,40.3084,-88.1559,First Heritage Inn
298,Omsukchan,RU,16.38,overcast clouds,62.5333,155.8,
299,Safford,US,82.06,few clouds,32.834,-109.7076,SpringHill Suites by Marriott Thatcher
300,Sangar,RU,30.51,broken clouds,63.9242,127.4739,
301,Mattru,SL,74.73,light rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
302,Pangnirtung,CA,35.8,overcast clouds,66.1451,-65.7125,Kilabuk Lodge
303,Srikakulam,IN,79.21,scattered clouds,18.3,83.9,Sriram residency
304,Sinnamary,GF,79.57,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
305,Nanortalik,GL,37.71,clear sky,60.1432,-45.2371,Hotel Kap Farvel
306,Santa Teresa,VE,77.92,overcast clouds,10.2341,-66.6631,Funeraria Lira
307,Santa Rosalia,MX,83.73,few clouds,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
308,Channel-Port Aux Basques,CA,51.87,clear sky,47.5702,-59.1367,St. Christopher's Hotel
309,Bambous Virieux,MU,70.21,scattered clouds,-20.3428,57.7575,Casa Tia Villa
310,Terrace,CA,52.43,broken clouds,54.5163,-128.6035,Northern Motor Inn
311,Oga,IT,44.64,overcast clouds,46.4631,10.347,QC Terme Bagni di Bormio Bagni Nuovi
312,Merauke,ID,82.62,overcast clouds,-8.4667,140.3333,
313,Ambovombe,MG,66.83,overcast clouds,-25.1667,46.0833,RELAHARA
314,Pisco,PE,62.65,overcast clouds,-13.7,-76.2167,Hotel San Isidro Oficial
315,Pevek,RU,28.15,light snow,69.7008,170.3133,Severnoye Zoloto
316,Yumen,CN,44.94,few clouds,40.2833,97.2,
317,Itigi,TZ,67.78,scattered clouds,-5.7,34.4833,Hostel San Sebastiano
318,Davila,PH,82.56,overcast clouds,18.4726,120.5763,Blue Ridge Beach Resort
319,Puerto Escondido,MX,83.23,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
320,Mount Isa,AU,87.57,scattered clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
321,Mokhsogollokh,RU,32.23,broken clouds,61.4681,128.9203,
322,Alpena,US,58.91,clear sky,45.0617,-83.4327,Days Inn by Wyndham Alpena
323,Macapa,BR,82.13,overcast clouds,0.0389,-51.0664,Atalanta Hotel
324,Kulevcha,UA,52.41,clear sky,46.0303,29.9361,Гостевой дом «Болгарский двор»
325,Khorinsk,RU,34.97,broken clouds,52.1657,109.7726,Uda
326,Paciran,ID,79.27,broken clouds,-6.8767,112.3761,Tanjung Kodok Beach Resort
327,Silver City,US,71.56,broken clouds,32.7701,-108.2803,Copper Manor Motel
328,Muroto,JP,74.23,scattered clouds,33.2833,134.15,Oota Ryokan
329,Boende,CD,70.02,overcast clouds,-0.2167,20.8667,
330,San Joaquin,US,85.78,clear sky,37.9333,-121.3011,University Plaza Waterfront Hotel
331,Kargasok,RU,26.98,broken clouds,59.0556,80.8572,Hotel Kargasok
332,Sayyan,YE,61.27,scattered clouds,15.1718,44.3244,متنزه و بحيرة سيان
333,Alihe,CN,40.17,clear sky,50.5667,123.7167,Alihe Forestry Hotel
334,Hangha,SL,72.81,light rain,7.9411,-11.14,
335,Altos,BR,88.11,overcast clouds,-5.0381,-42.46,Pousada Das Aguias
336,Biharamulo,TZ,63.63,broken clouds,-2.6319,31.3089,Annex Lodge
338,Samarai,PG,80.89,broken clouds,-10.6167,150.6667,Nuli Sapi
339,Launceston,AU,59.61,few clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
340,Tarbagatay,RU,24.33,light snow,51.4803,107.3602,"Meditativnyy Tsentr ""Sansara"""
341,Nalut,LY,75.18,clear sky,30.3333,10.85,
342,Shenzhen,CN,85.21,light rain,22.5455,114.0683,Shenzhen Shanghai Hotel
343,Half Moon Bay,US,78.75,overcast clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
344,Asau,RO,40.75,clear sky,46.4333,26.4,Casa Mika Ciobanus
345,Ak-Dovurak,RU,31.12,overcast clouds,51.1833,90.6,Khostel Avtomoyka Stoyaka
346,Gizo,SB,84.63,overcast clouds,-8.103,156.8419,Imagination Island
347,Acapulco,MX,85.82,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
348,Coquimbo,CL,55.13,clear sky,-29.9533,-71.3436,Punto de encuentro
349,Sarakhs,IR,53.82,clear sky,36.5449,61.1577,مهمان سرای شرکت گاز
350,Klaksvik,FO,40.12,overcast clouds,62.2266,-6.589,Airbnb rooms
351,Coihueco,CL,54.34,overcast clouds,-36.6167,-71.8333,Frutillares Coihueco
352,Havelock,US,78.78,scattered clouds,34.8791,-76.9013,Sherwood Motel
353,Ayan,RU,40.93,overcast clouds,56.45,138.1667,Gostinitsa
354,Grand-Santi,GF,78.53,broken clouds,4.25,-54.3833,Hotel La Villa Couacou
355,Manavalakurichi,IN,77.09,heavy intensity rain,8.1333,77.3,Udaya Boys Hostel
356,Harbour Breton,CA,46.99,broken clouds,47.4833,-55.7983,Southern Port Hotel
357,Ghanzi,BW,72.91,scattered clouds,-21.5667,21.7833,Ghanzi Farmhouse
358,Adrar,MR,87.06,clear sky,20.5022,-10.0711,
359,Karratha,AU,77.07,clear sky,-20.7377,116.8463,ibis Styles Karratha
360,Bang Saphan,TH,73.35,overcast clouds,11.2126,99.5117,Ladawan Boutique Hotel
361,Krasnovishersk,RU,38.05,overcast clouds,60.4078,57.082,Vishera hotel
362,Narsaq,GL,41.22,clear sky,60.9167,-46.05,Narsaq Kayak Hostel
363,Tevaitoa,PF,78.8,clear sky,-16.7833,-151.5,Hôtel Raiatea Lodge
364,Saint Anthony,US,71.26,clear sky,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
365,Kroya,ID,77.11,overcast clouds,-7.6331,109.2461,RUSTANTO Fam
366,Begowala,PK,75.18,smoke,32.4376,74.2682,Masjid habib ullah
367,Kodiak,US,49.51,overcast clouds,57.79,-152.4072,Best Western Kodiak Inn And Convention Center
368,Aberystwyth,GB,54.72,scattered clouds,52.4155,-4.0829,Aberystwyth Park Lodge Hotel
369,Liverpool,GB,54.82,few clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
370,Ulaanbaatar,MN,39.33,clear sky,47.9077,106.8832,The Blue Sky Hotel and Tower
371,Monrovia,LR,78.35,light rain,6.3005,-10.7969,Sunset Inn
372,Bathsheba,BB,82.83,scattered clouds,13.2167,-59.5167,Atlantis Hotel
373,Presidencia Roque Saenz Pena,AR,63.43,overcast clouds,-26.7852,-60.4388,Hotel Gualok
374,Nogliki,RU,43.79,broken clouds,51.8333,143.1667,"Hotel ""Nogliki"""
375,Bubaque,GW,83.12,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
376,Khipro,PK,81.45,clear sky,25.8285,69.3772,Mukesh Bhojraj Khatri Graphix Khipro
377,Scarborough,GB,50.52,heavy intensity rain,54.2797,-0.4044,The Grand Hotel Scarborough
378,Ukiah,US,79.12,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
379,Sola,VU,80.49,scattered clouds,-13.8833,167.55,Leumerus Bungalows
380,Phuthaditjhaba,ZA,49.42,scattered clouds,-28.5242,28.8158,Ebenezer Lodge and Conference
381,Kuldiga,LV,55.09,scattered clouds,56.974,21.9572,Kuldigas Metropole
382,Tuatapere,NZ,65.82,light rain,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
383,Finschhafen,PG,82.65,overcast clouds,-6.6024,147.8681,Cossam Guest House
384,Gwadar,PK,79.72,few clouds,25.1216,62.3254,Sadaf Resort
385,Chicama,PE,59.54,scattered clouds,-7.8447,-79.1469,Balihai Bungalows
386,Vestmannaeyjar,IS,43.27,overcast clouds,63.4427,-20.2734,Glamping & Camping
387,Hofn,IS,39.45,overcast clouds,64.2539,-15.2082,Hótel Höfn
388,Zhangjiakou,CN,45.34,heavy intensity rain,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
389,Okhotsk,RU,30.07,few clouds,59.3833,143.3,
390,Gudari,IN,74.35,few clouds,19.35,83.7833,Hotel maa majhigouri
391,Fukue,JP,77.36,few clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
392,Topolobampo,MX,96.06,few clouds,25.6,-109.05,Hotel Marina Topolobampo
393,Miandrivazo,MG,77.29,scattered clouds,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
394,Harnosand,SE,50.02,overcast clouds,62.6323,17.9379,First Hotel Stadt
395,Baie-Comeau,CA,46.09,clear sky,49.2168,-68.1489,Travelodge by Wyndham Baie-Comeau
396,Anadyr,RU,34.3,fog,64.75,177.4833,"Гостиница ""Анадырь"""
397,Xining,CN,47.62,overcast clouds,36.6167,101.7667,Super Leisure Hotel
398,Raska,RS,51.75,few clouds,43.2872,20.6153,Konak Lux Hotel
399,Lewistown,US,70.25,broken clouds,40.5992,-77.5714,Quality Inn & Suites
400,Viedma,AR,47.46,overcast clouds,-40.8135,-62.9967,Hotel Cristal
401,Takhtamygda,RU,33.87,clear sky,54.1,123.5667,
402,Kefamenanu,ID,82.65,scattered clouds,-9.4467,124.4781,Sokowindo Losmen
403,Manzanillo,CU,78.6,broken clouds,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
404,Mata Grande,BR,70.7,scattered clouds,-9.1175,-37.7322,Hotel Casarão
405,Buala,SB,84.94,light rain,-8.145,159.5921,Maringe Lagoon Lodge
406,Makakilo City,US,88.12,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
407,Cabo San Lucas,MX,92.61,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
408,Presque Isle,US,54.03,clear sky,46.6811,-68.0159,Hampton Inn Presque Isle
409,Taltal,CL,59.43,broken clouds,-25.4,-70.4833,Residencial Karime
410,Sal Rei,CV,77.56,clear sky,16.1833,-22.9167,Marine Club Beach Resort
411,Nago,JP,84.36,broken clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
412,Paita,PE,64.17,scattered clouds,-5.0892,-81.1144,Hotel Náutico de Paita
413,Waipawa,NZ,60.46,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
414,Bar Harbor,US,55.24,clear sky,44.3876,-68.2039,Atlantic Oceanside Hotel & Event Center
415,Porto Novo,BJ,82.22,light rain,6.4965,2.6036,Tour Eiffel Hotel Benin
416,Bandipur,NP,61.74,few clouds,27.9333,84.4167,Bandipur Guest House
417,Demak,ID,80.56,overcast clouds,-6.8909,110.6396,Inayah Kost
418,Katherine,AU,88.12,overcast clouds,-14.4667,132.2667,Pine Tree Motel
419,Goderich,CA,63.21,few clouds,43.7501,-81.7165,Harmony Inn
420,Lidkoping,SE,52.54,overcast clouds,58.5052,13.1577,Hotell Läckö - GRAND HOTEL
421,Bayangol,RU,28.94,scattered clouds,50.6977,103.4656,
423,La Ronge,CA,52.05,broken clouds,55.1001,-105.2842,Northland Motor Hotel
424,Cidreira,BR,59.23,clear sky,-30.1811,-50.2056,Hotel Castelo
425,Manchester,GB,54.52,broken clouds,53.4809,-2.2374,The Gardens Hotel
426,Snasa,NO,46.9,overcast clouds,64.2457,12.3778,Snåsa Hotell AS
427,Gao,ML,91.42,broken clouds,16.6362,1.637,
428,Beira,MZ,73.49,scattered clouds,-19.8436,34.8389,Beira Terrace Hotel
429,Menomonie,US,68.02,clear sky,44.8755,-91.9193,Best Western Plus Menomonie Inn & Suites
430,Beloha,MG,62.02,clear sky,-25.1667,45.05,
431,Ketchikan,US,52.27,clear sky,55.3422,-131.6461,Snow's Cove Lodge
432,Margate,GB,52.7,broken clouds,51.3813,1.3862,Premier Inn Margate hotel
433,Mandera,KE,78.04,broken clouds,3.9366,41.867,Kornesh Hotel and Lodging
434,Naze,JP,81.52,broken clouds,28.3667,129.4833,オーベルジュ・アガルイ
435,Camabatela,AO,65.25,overcast clouds,-8.1881,15.375,Pensão E Restaurantes
436,Wapi Pathum,TH,78.69,overcast clouds,15.8452,103.3768,Nayai Resort
437,Ancud,CL,45.93,clear sky,-41.8697,-73.8203,Hotel Arena Gruesa
438,Manokwari,ID,82.44,heavy intensity rain,-0.8667,134.0833,Swiss Belhotel Manokwari
439,Save,BJ,74.57,overcast clouds,8.0425,2.486,Restaurant Plazza Hotel
440,Terre Haute,US,71.96,clear sky,39.4667,-87.4139,Drury Inn & Suites Terre Haute
441,Kualakapuas,ID,78.96,overcast clouds,-3.0091,114.3876,Guest House Izonk
442,Sitka,US,51.69,clear sky,57.0531,-135.33,Westmark Sitka
443,Fort Nelson,CA,42.39,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
444,Victoria,HK,85.32,clear sky,22.2855,114.1577,Mini Hotel Central
445,Witney,GB,52.45,clear sky,51.7836,-1.4854,Oxford Witney Hotel
446,Nemuro,JP,52.23,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
447,Bengkulu,ID,75.16,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
448,Gamba,GA,75.16,overcast clouds,-2.65,10.0,
449,Kokopo,PG,79.61,moderate rain,-4.352,152.2633,Kokopo Beach Bungalow Resort
450,Madimba,TZ,71.56,scattered clouds,-10.4,40.3333,
451,Palmer,US,58.5,overcast clouds,42.1584,-72.3287,Wedgewood Motel
452,Beyla,GN,68.16,broken clouds,8.6833,-8.6333,DIAN SINKO
453,Port Blair,IN,79.5,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
454,Camachile,PH,81.0,overcast clouds,14.6436,120.5808,Villa Catalina Resort
455,Scottsbluff,US,79.92,clear sky,41.8666,-103.6672,Hampton Inn & Suites Scottsbluff-Conference Center
456,Svetlaya,RU,49.48,clear sky,46.5389,138.3297,
457,Mahebourg,MU,70.25,light rain,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
458,Seydi,TM,47.37,scattered clouds,39.4816,62.9137,Seydi oteli
459,Chepareria,KE,61.47,overcast clouds,1.3077,35.2039,Hamza Lodge
460,Jinchang,CN,46.42,broken clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
461,Pozo Colorado,PY,73.15,broken clouds,-23.4923,-58.7972,Hospedaje la Amistad
462,Nikko,JP,72.95,broken clouds,36.75,139.6167,Nikko Senhime Monogatari
463,Berdigestyakh,RU,30.99,broken clouds,62.0989,126.6992,
464,Sorland,NO,50.77,scattered clouds,67.667,12.6934,Sjybrygga fiskecamp
465,Bantou,CN,75.96,broken clouds,26.2151,117.4893,
466,Kuusamo,FI,48.24,overcast clouds,65.9667,29.1833,Hotel Kuusanka
467,Santa Maria,BR,55.02,scattered clouds,-29.6842,-53.8069,Hotel Morotin
468,Goianesia,BR,86.41,overcast clouds,-15.3175,-49.1175,Kamur Plaza Hotel - Goianésia
469,Prado,BR,75.25,scattered clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
470,Hamilton,US,74.25,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
471,Chipinge,ZW,58.66,clear sky,-20.1883,32.6236,Chipinge Breeze Lodge
472,Poco Branco,BR,78.75,scattered clouds,-5.6228,-35.6628,Casa França
473,La Grande,US,77.58,broken clouds,45.3246,-118.0877,Travelodge by Wyndham La Grande
474,Latung,PH,83.79,overcast clouds,5.5,120.8833,
475,Maniitsoq,GL,37.33,overcast clouds,65.4167,-52.9,Hotel Heilmann Lyberth
476,Sakakah,SA,74.77,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
477,Corinto,GR,64.63,clear sky,37.9407,22.9573,Ephira Hotel
478,Deniliquin,AU,66.0,clear sky,-35.5333,144.9667,Riviana Motel
479,Meulaboh,ID,76.46,overcast clouds,4.1363,96.1285,Kost Pria
480,Papara,BR,79.68,broken clouds,-3.9839,-38.7273,Romin
481,Dzhebariki-Khaya,RU,30.76,overcast clouds,62.2167,135.8,
482,Baghdad,IQ,69.71,clear sky,33.3406,44.4009,Baghdad Hotel
483,Buin,CL,65.73,clear sky,-33.7333,-70.75,Paihuen
